,Text,Link,Date,Source,Label
1022,"“Actually, I won Wisconsin.”",https://www.politifact.com/factchecks/2020/dec/09/donald-trump/recount-finds-trump-did-not-win-wisconsin-despite-/,"ember 9, 2020",Donald Trump,pants-fire
1023,People in Germany saw this electoral map that shows Trump beating Biden with 410 electoral votes before Dominion’s servers were seized.,https://www.politifact.com/factchecks/2020/dec/08/facebook-posts/map-showing-trump-winning-election-410-electoral-v/,"ember 8, 2020",Facebook posts,pants-fire
1024,"“The president got the highest percentage of minority votes of any Republican candidate for president in over 100 years.""",https://www.politifact.com/factchecks/2020/dec/08/roy-blunt/blunts-wrong-trump-did-not-get-highest-minority-vo/,"ember 8, 2020",Roy Blunt,false
1025,The National Institutes of Health “states that regular marijuana use can reduce IQ by 8 points.”,https://www.politifact.com/factchecks/2020/dec/08/david-rouzer/nc-congressman-wrong-about-marijuana-reducing-iq/,"ember 8, 2020",David Rouzer,barely-true
1026,Says Joe Biden killed a Kelly Loeffler campaign staffer.,https://www.politifact.com/factchecks/2020/dec/08/facebook-posts/police-say-loeffler-aide-died-traffic-collision/,"ember 8, 2020",Facebook posts,false
1027,"""People have lost faith in the ability of the vaccine to work. Already, the numbers are really staggeringly low.""",https://www.politifact.com/factchecks/2020/dec/08/joe-biden/many-americans-say-they-dont-want-vaccine-should-w/,"ember 8, 2020",Joe Biden,half-true
1028,"“The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection.""",https://www.politifact.com/factchecks/2020/dec/07/viral-image/no-danish-study-didnt-prove-wearing-masks-ineffect/,"ember 7, 2020",Viral image,barely-true
1029,Says Kelly Loeffler was wearing a wire during the Georgia Senate debate.,https://www.politifact.com/factchecks/2020/dec/07/viral-image/no-loeffler-wasnt-wearing-wire-during-senate-debat/,"ember 7, 2020",Viral image,pants-fire
1030,Photo shows Kelly Loeffler’s house.,https://www.politifact.com/factchecks/2020/dec/07/viral-image/no-isnt-photo-kelly-loefflers-house/,"ember 7, 2020",Viral image,false
1031,“No state in the country verifies United States citizenship as a condition for voting in federal elections.”,https://www.politifact.com/factchecks/2020/dec/07/donald-trump/do-states-verify-citizenship-voters-federal-electi/,"ember 7, 2020",Donald Trump,barely-true
1032,“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,https://www.politifact.com/factchecks/2020/dec/07/duey-stroebel/wisconsin-sen-stroebel-misfires-claim-cdc-admits-o/,"ember 7, 2020",Duey Stroebel,false
1033,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",https://www.politifact.com/factchecks/2020/dec/06/jb-pritzker/yes-conservatives-did-share-false-post-about-pritz/,"ember 6, 2020",JB Pritzker,true
1034,"Says George Patton said, “Politicians are the lowest form of life on earth. Liberal Democrats are the lower form of politicians.”",https://www.politifact.com/factchecks/2020/dec/04/viral-image/no-evidence-patton-said-about-liberal-democrats/,"ember 4, 2020",Viral image,false
1035,"In 10 Michigan precincts, voter turnout reached 100% and in 6 precincts it surpassed 100%",https://www.politifact.com/factchecks/2020/dec/04/russell-james-ramsland-jr/affidavit-michigan-lawsuit-seeking-overturn-electi/,"ember 4, 2020",Russell James Ramsland Jr.,pants-fire
1036,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”,https://www.politifact.com/factchecks/2020/dec/04/rick-scott/scotts-claims-about-schumer-lack-evidence/,"ember 4, 2020",Rick Scott,false
1037,China recovered from COVID-19 “without a vaccine.”,https://www.politifact.com/factchecks/2020/dec/04/viral-image/china-has-vaccine-and-new-covid-19-cases-have-rece/,"ember 4, 2020",Viral image,false
1038,The USPS backdated 100K ballots so they could be counted illegally.,https://www.politifact.com/factchecks/2020/dec/04/facebook-posts/alleged-backdated-ballots-wouldnt-have-been-counte/,"mber 4, 2020",Facebook posts,false
1039,Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,https://www.politifact.com/factchecks/2020/dec/04/facebook-posts/no-georgia-election-workers-didnt-kick-out-observe/,"ember 4, 2020",Facebook posts,false
1040,Residents the Wisconsin Election Commission suspected of moving are “illegal voters.”,https://www.politifact.com/factchecks/2020/dec/04/donald-trump/no-residents-wisconsin-officials-suspected-moving-/,"ember 4, 2020",Donald Trump,false
1041,"""Beware - George Soros is starting a Fake News site in Missouri”",https://www.politifact.com/factchecks/2020/dec/04/liberty-alliance/george-soros-not-mastermind-behind-startup-news-ou/,"ember 3, 2020",Liberty Alliance,false
1042,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,https://www.politifact.com/factchecks/2020/dec/04/mandy-cohen/nc-covid-19-deaths-surpass-10-years-flu-deaths/,"ember 3, 2020",Mandy Cohen,true
1043,"""In 2019, Republicans stripped $40 million from the budget for lead pipe replacement - because they thought it helped MKE too much.""",https://www.politifact.com/factchecks/2020/dec/04/chris-larson/yes-gop-did-oppose-40-million-lead-pipe-replacemen/,"ember 3, 2020",Chris Larson,mostly-true
1044,"“Gina Haspel, CIA head is dead!”",https://www.politifact.com/factchecks/2020/dec/03/tweets/no-gina-haspel-isnt-dead-or-jail/,"ember 3, 2020",Tweets,pants-fire
1045,"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/masks-do-not-kill-people-and-do-not-reduce-blood-o/,"ember 3, 2020",Facebook posts,false
1046,Says “Hugo Chavez’s family still owns” Dominion Voting Systems.,https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/no-hugo-chavezs-family-does-not-own-dominion-votin/,"ember 3, 2020",Facebook posts,false
1047,Says “Former President Barack Obama arrested for ESPIONAGE.”,https://www.politifact.com/factchecks/2020/dec/03/blog-posting/no-obama-wasnt-arrested-espionage/,"ember 3, 2020",Bloggers,pants-fire
1048,Says Joe Biden is wearing a foot boot to hide an ankle monitor.,https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/no-biden-isnt-wearing-boot-hide-ankle-monitor/,"ember 3, 2020",Facebook posts,pants-fire
1049,"“People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.”",https://www.politifact.com/factchecks/2020/dec/03/ralph-northam/northam-right-about-about-racial-disparities-pot-a/,"ember 3, 2020",Ralph Northam,true
1050,A Dominion representative in Gwinnett County improperly downloaded election data to “manipulate the data.”,https://www.politifact.com/factchecks/2020/dec/02/facebook-posts/pants-fire-claim-dominion-rep-georgia-manipulated-/,"ember 2, 2020",Facebook posts,pants-fire
1051,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,https://www.politifact.com/factchecks/2020/dec/02/blog-posting/former-pfizer-employee-wrong-coronavirus-pandemic-/,"ember 2, 2020",Bloggers,pants-fire
1052,“The states that are locked down are increasing at twice the rate we are” in Florida,https://www.politifact.com/factchecks/2020/dec/02/ron-desantis/florida-doing-better-covid-19-locked-down-states/,"ember 2, 2020",Ron DeSantis,half-true
1053,“Trump margin of ‘defeat’ in 4 states occurred in 4 data dumps between 1:34-6:31 AM. Statistical anomaly? Fraud?”,https://www.politifact.com/factchecks/2020/dec/02/rand-paul/fact-checking-rand-pauls-unsupported-claim-about-f/,"ember 2, 2020",Rand Paul,pants-fire
1054,"“Supreme Court Shakes Up 2020 Election, Assigns Conservatives To Swing State Circuit Courts.”",https://www.politifact.com/factchecks/2020/dec/02/gop-daily-brief/reassignment-supreme-court-justices-wont-affect-el/,"ember 2, 2020",GOP Daily Brief,barely-true
1055,Says Joe Biden plagiarized Donald Trump in his Democratic National Convention speech.,https://www.politifact.com/factchecks/2020/dec/01/facebook-posts/no-biden-didnt-plagiarize-donald-trump/,"ember 1, 2020",Facebook posts,false
1056,“Detroit actually has the lowest infection rate in the state of Michigan. We’re half of that of the surrounding suburbs.”,https://www.politifact.com/factchecks/2020/dec/01/mike-duggan/detroit-has-among-lowest-rates-infection-michigan-/,"ember 1, 2020",Mike Duggan,half-true
1057,“Americans are paying the highest price in the world for Remdesivir because the Trump administration is allowing Gilead Sciences to jack up the prices on this #COVID19 treatment.”,https://www.politifact.com/factchecks/2020/dec/01/tammy-baldwin/yes-americans-pay-more-remdesivir-no-trump-adminis/,"ember 1, 2020",Tammy Baldwin,half-true
1058,"Says Raphael Warnock defended the “hatred” of Jeremiah Wright, the pastor who said “not God bless America, God damn America,” and gave Wright “an award for truth telling.”",https://www.politifact.com/factchecks/2020/dec/01/kelly-loeffler/warnock-defended-jeremiah-wrights-damning-mistreat/,"ember 1, 2020",Kelly Loeffler,barely-true
1059,“CNN is now saying that Trump will win!”,https://www.politifact.com/factchecks/2020/nov/30/facebook-posts/no-cnn-isnt-saying-trump-will-win-presidential-ele/,"mber 30, 2020",Facebook posts,false
1060,"Says her health care plan would ""ensure Americans with preexisting conditions are protected.""",https://www.politifact.com/factchecks/2020/nov/30/kelly-loeffler/no-proof-kelly-loeffler-will-ensure-protections-pr/,"mber 30, 2020",Kelly Loeffler,false
1061,Says the Denver Broncos signed Colin Kaepernick.,https://www.politifact.com/factchecks/2020/nov/30/viral-image/no-denver-broncos-didnt-sign-colin-kaepernick/,"mber 30, 2020",Viral image,false
1062,"""THOUSANDS of fake votes found at Wisconsin Recount in Dane County.""",https://www.politifact.com/factchecks/2020/nov/30/facebook-posts/dane-county-fake-votes-claim-ridiculous-based-lack/,"mber 30, 2020",Facebook posts,pants-fire
1063,Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,https://www.politifact.com/factchecks/2020/nov/27/greg-abbott/examining-effectiveness-texas-statewide-shutdowns/,"mber 27, 2020",Greg Abbott,false
1064,"""Kyle Rittenhouse used his COVID-19 stimulus check to purchase the AR-15 he used in the fatal Kenosha shooting.""",https://www.politifact.com/factchecks/2020/nov/25/instagram-posts/kyle-rittenhouse-use-covid-19-stimulus-kenosha/,"mber 25, 2020",Instagram posts,half-true
1065,"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",https://www.politifact.com/factchecks/2020/nov/25/robin-vos/wisconsin-assembly-speaker-says-state-passed-one-f/,"mber 25, 2020",Robin Vos,false
1066,Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,https://www.politifact.com/factchecks/2020/nov/24/instagram-posts/video-movers-loading-truck-white-house-trump-speak/,"mber 24, 2020",Instagram posts,false
1067,Dominion and Smartmatic “have closed up shop” and executives are “on the run.”,https://www.politifact.com/factchecks/2020/nov/24/facebook-posts/dominion-and-smartmatic-offices-havent-shuttered-a/,"mber 24, 2020",Facebook posts,false
1068,“Pennsylvania just banned alcohol sales.”,https://www.politifact.com/factchecks/2020/nov/24/viral-image/pennsylvania-has-banned-some-alcohol-sales-thanksg/,"mber 24, 2020",Viral image,barely-true
1069,Photo shows “Biden’s inaugural stage being built on the White House North Lawn.”,https://www.politifact.com/factchecks/2020/nov/24/viral-image/no-photo-doesnt-show-bidens-inaugural-stage-being-/,"mber 24, 2020",Viral image,false
1070,"Says Donald Trump’s sister tweeted, “My brother Don won this election and will fight this to the very end.”",https://www.politifact.com/factchecks/2020/nov/24/viral-image/no-trumps-sister-didnt-tweet-her-support-president/,"mber 24, 2020",Viral image,false
1071,Democrats “spent 4 years refusing to acknowledge Trump’s 2016 victory.”,https://www.politifact.com/factchecks/2020/nov/24/jody-hice/did-democrats-refuse-acknowledge-trumps-2016-victo/,"mber 24, 2020",Jody Hice,false
1072,North Carolina Gov. Roy Cooper’s “daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.”,https://www.politifact.com/factchecks/2020/nov/23/facebook-posts/no-daughter-north-carolina-gov-roy-cooper-didnt-ju/,"mber 23, 2020",Facebook posts,false
1073,"“In certain swing states, there were more votes than people who voted, and in big numbers.”",https://www.politifact.com/factchecks/2020/nov/23/donald-trump/no-there-have-not-been-more-votes-people-who-voted/,"mber 23, 2020",Donald Trump,pants-fire
1074,Says Jon Ossoff is “a socialist.”,https://www.politifact.com/factchecks/2020/nov/23/david-perdue/ga-sen-david-perdues-claim-jon-ossoff-socialist-pa/,"mber 23, 2020",David Perdue,pants-fire
